id,period_month,as_of_date,inventory_level,general_material_id,commercial_material_id,weight_kg,site,notes,created_at,updated_at
8606495c-9d56-4c8d-bc8d-cdc46cb0067b,2026-03-01,2026-03-20,COMMERCIAL,,7cb5af41-dd0f-4451-9dd6-0fa620ed7ce3,9600.000,DICSA_CELAYA,,"2026-03-20 01:52:20.644671+00","2026-03-25 19:44:22.883419+00"
57e25699-79a5-43f8-bbd0-a343ccc9bc11,2026-03-01,2026-03-20,GENERAL,4c7a25df-991f-4443-9269-4e853df6fed3,,68580.000,DICSA_CELAYA,,"2026-03-20 16:16:31.713169+00","2026-03-25 19:44:29.08413+00"
2398fdea-bcc1-4274-95ff-34f29091f350,2026-03-01,2026-03-20,GENERAL,a3b39add-83a8-4b9e-92db-242b2b852a40,,4115.000,DICSA_CELAYA,,"2026-03-20 16:09:12.815528+00","2026-03-25 19:44:35.253814+00"
1a5c0ba5-01e6-4cb3-bf80-e48594850a89,2026-03-01,2026-03-20,GENERAL,97e156d5-3719-4083-885c-e6a25af94015,,7300.000,DICSA_CELAYA,,"2026-03-20 02:47:58.624832+00","2026-03-25 19:44:41.738553+00"
34d852db-5d85-4a1f-8ae2-f3715f2c7664,2026-03-01,2026-03-20,GENERAL,88c788cd-06c8-43a9-b429-aba0c440f2f4,,158400.000,DICSA_CELAYA,,"2026-03-20 01:49:16.125294+00","2026-03-25 19:44:49.184794+00"
95538783-7a5b-4137-9964-ff00a89a4a81,2026-03-01,2026-03-25,GENERAL,97e156d5-3719-4083-885c-e6a25af94015,,3000.000,DICSA_CELAYA,"AJUSTE POR DESCUADRE DE APERTURA","2026-03-25 20:05:53.166828+00","2026-03-25 20:05:53.166828+00"
73581a35-31fb-4703-afb7-614a7383d0f5,2026-03-01,2026-03-25,GENERAL,88c788cd-06c8-43a9-b429-aba0c440f2f4,,60000.000,DICSA_CELAYA,"AJUSTE POR DESCUADRE DE APERTURA","2026-03-25 19:13:46.62046+00","2026-03-25 20:42:47.756514+00"
368a77f1-c39d-4d3c-9ffa-75f1bdcf2112,2026-03-01,2026-03-01,GENERAL,88c788cd-06c8-43a9-b429-aba0c440f2f4,,29600.000,DICSA_CELAYA,"AJUSTE POR DESCUADRE","2026-03-27 15:26:15.226924+00","2026-03-27 15:26:15.226924+00"
