allows_direct_entry,allows_sale,allows_transformation_output,classification_kind,code,created_at,family,flow_scope,general_material_id,id,is_active,name,notes,sort_order,tracks_patio_stock,updated_at
True,True,True,classified_stock,TRANSFORMADOR,2026-04-23T17:08:28.083414+00:00,other,BOTH,a3b39add-83a8-4b9e-92db-242b2b852a40,e2b05847-e6ac-4527-8c4b-042399947d76,True,TRANSFORMADOR,,100,True,2026-04-23T17:08:28.083414+00:00
True,True,True,classified_stock,BOBINA,2026-04-23T17:09:16.644542+00:00,other,BOTH,a3b39add-83a8-4b9e-92db-242b2b852a40,f1b96ff3-4624-4ac6-801a-bcb9e4ee0418,True,BOBINA,,100,True,2026-04-23T17:09:16.644542+00:00
True,True,True,classified_stock,PATIN,2026-04-23T17:09:54.432632+00:00,other,BOTH,a3b39add-83a8-4b9e-92db-242b2b852a40,f43dd0d2-1b31-4c19-9a0a-7076f480710d,True,PATIN,,100,True,2026-04-23T17:09:54.432632+00:00
True,True,True,classified_stock,RODILLO,2026-04-23T17:10:38.518426+00:00,other,BOTH,a3b39add-83a8-4b9e-92db-242b2b852a40,b7d85ade-0fa9-488f-861a-813ac33ef540,True,RODILLO,,100,True,2026-04-23T17:10:38.518426+00:00
True,True,True,classified_stock,PLANCHA,2026-04-23T17:11:30.542508+00:00,other,BOTH,a3b39add-83a8-4b9e-92db-242b2b852a40,32c5f90d-b2ea-4ced-b274-1ea53a651509,True,PLANCHA,,100,True,2026-04-23T17:11:30.542508+00:00
True,True,True,classified_stock,PUERTAS_ALUMINIO,2026-04-23T17:13:37.165193+00:00,other,BOTH,a3b39add-83a8-4b9e-92db-242b2b852a40,df5f3142-6322-4946-b6e9-fad4fa2d1dcc,True,PUERTAS ALUMINIO,,100,True,2026-04-23T17:13:37.165193+00:00
True,True,True,classified_stock,CUBETA,2026-04-23T17:15:11.352173+00:00,other,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,7490eb7d-a87c-4e39-bf56-04a31831cce0,True,CUBETA,,100,True,2026-04-23T17:15:11.352173+00:00
True,True,True,classified_stock,MONTEN,2026-04-23T16:30:05.03161+00:00,other,BOTH,a3b39add-83a8-4b9e-92db-242b2b852a40,34b49aac-347b-4cff-aea4-b2702aa66076,True,MONTEN,,100,True,2026-04-23T18:05:06.103204+00:00
True,True,True,classified_stock,EXCEDENTE_TUBO,2026-04-23T22:08:50.345011+00:00,other,BOTH,4c7a25df-991f-4443-9269-4e853df6fed3,ab9b7436-2c40-48dc-97a8-bbf9b66d8ee6,True,EXCEDENTE TUBO,,100,True,2026-04-23T22:08:50.345011+00:00
True,True,True,classified_stock,PLOMO,2026-04-24T16:43:23.843327+00:00,other,BOTH,a3b39add-83a8-4b9e-92db-242b2b852a40,0b986692-5f0b-4a5c-a954-b34d750be295,True,PLOMO,,100,True,2026-04-24T16:43:23.843327+00:00
True,True,True,classified_stock,ALUMINIO_PERFIL,2026-04-24T21:23:51.590425+00:00,other,BOTH,a3b39add-83a8-4b9e-92db-242b2b852a40,dd2935c4-e1cb-484b-a5b6-5ef19f2bccb9,True,ALUMINIO PERFIL,,100,True,2026-04-24T21:23:51.590425+00:00
True,True,True,classified_stock,CHAROLA,2026-04-28T14:31:26.112428+00:00,other,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,8aaae9eb-1712-4b2a-8ddd-16c88fd3308e,True,CHAROLA,,100,True,2026-04-28T14:31:26.112428+00:00
True,True,True,classified_stock,POLI_CARTON,2026-05-07T17:17:54.45047+00:00,other,BOTH,88c788cd-06c8-43a9-b429-aba0c440f2f4,8cccd224-b345-4834-92ce-2fbe792a849a,True,POLI CARTON,,100,True,2026-05-07T17:17:54.45047+00:00
True,True,True,classified_stock,TAPA_AVON,2026-05-07T17:18:04.11124+00:00,other,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,71ae5dd0-fd76-45d0-8692-efde46ad74de,True,TAPA AVON,,100,True,2026-05-07T17:18:04.11124+00:00
True,True,True,classified_stock,CUBETAS,2026-05-07T17:18:24.895193+00:00,other,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,705a3cf3-b6fd-4e8e-816b-7fc02b781b2b,True,CUBETAS,,100,True,2026-05-07T17:18:24.895193+00:00
True,True,True,classified_stock,GARRAFA_10_L,2026-05-07T17:18:52.732255+00:00,other,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,738a129b-f578-409c-b78d-657e1e4dd3cd,True,GARRAFA 10 L,,100,True,2026-05-07T17:18:52.732255+00:00
True,True,True,classified_stock,GARRAFA_5_L,2026-05-07T17:19:06.141125+00:00,other,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,449ac9db-8508-4b0f-b97c-c80c200d8024,True,GARRAFA 5 L,,100,True,2026-05-07T17:19:06.141125+00:00
True,True,True,classified_stock,TARIMAS_PLASTICO,2026-05-13T15:48:15.328148+00:00,plastic,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,9c0219a5-238c-4548-8075-ddd6f85e830f,True,TARIMAS PLASTICO,,100,True,2026-05-13T15:48:15.328148+00:00
True,True,True,classified_stock,PLASTICO_SUCIO,2026-05-13T15:58:34.850134+00:00,plastic,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,d48aeb02-2b86-48aa-b74c-4fd6197eb831,True,PLASTICO SUCIO,,100,True,2026-05-13T15:58:34.850134+00:00
True,True,True,classified_stock,GARRAFA_GRANDE,2026-05-14T15:20:21.719147+00:00,plastic,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,c1935718-69ac-4789-bfb5-42bf9488298d,True,GARRAFA GRANDE,,100,True,2026-05-14T15:20:21.719147+00:00
True,True,True,classified_stock,GARRAFA_CHICA,2026-05-14T15:20:46.737562+00:00,other,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,116a6758-f29d-4469-80cc-9f95721c6424,True,GARRAFA CHICA,,100,True,2026-05-14T15:20:46.737562+00:00
True,True,True,classified_stock,TAMBITO,2026-05-14T15:21:47.322593+00:00,plastic,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,1a13c4d3-0eb8-4ef1-aef4-7f64d6a5ccea,True,TAMBITO,,100,True,2026-05-14T15:21:47.322593+00:00
True,True,True,classified_stock,GARRAFA_MEDIANA,2026-05-14T15:28:18.290921+00:00,plastic,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,46519d92-5c49-4b9e-9056-3c6cdd63e5bb,True,GARRAFA MEDIANA,,100,True,2026-05-14T15:28:18.290921+00:00
True,True,True,classified_stock,TRAPO,2026-05-22T15:04:17.452865+00:00,other,BOTH,97e156d5-3719-4083-885c-e6a25af94015,30f4b5cd-722f-4dc0-83c6-84a2302f9cd6,True,TRAPO,,100,True,2026-05-22T15:04:17.452865+00:00
True,True,True,classified_stock,VIDRIO,2026-05-22T23:08:45.372479+00:00,other,BOTH,a3b39add-83a8-4b9e-92db-242b2b852a40,a2b5e9cd-62b1-4241-94f0-a3fbe78b4a6c,True,VIDRIO,,100,True,2026-05-22T23:08:45.372479+00:00
True,True,True,classified_stock,COBRE_BLANCO,2026-06-25T23:03:42.741706+00:00,other,BOTH,a3b39add-83a8-4b9e-92db-242b2b852a40,679b5016-f0f7-404b-b26c-6ee21d3bace7,True,COBRE BLANCO,,100,True,2026-06-25T23:03:42.741706+00:00
True,True,True,classified_stock,PLACA,2026-07-01T23:46:57.950492+00:00,other,BOTH,4c7a25df-991f-4443-9269-4e853df6fed3,c1c77774-b5d1-4f58-8ff4-2a3d14bfa392,True,PLACA,,100,True,2026-07-01T23:46:57.950492+00:00
True,True,True,classified_stock,CABLE,2026-07-07T18:09:49.271818+00:00,metal,BOTH,5f11bcd9-0712-4b59-a088-6cc731043cf4,c1ef464f-7517-4598-a997-87c363b34427,True,CABLE,,100,True,2026-07-07T18:09:49.271818+00:00
True,True,True,classified_stock,REJAS,2026-07-07T18:10:31.78849+00:00,metal,BOTH,8ea437ed-eaf3-4f10-991a-02aa19a9eb5a,24b99a8c-ff75-47b6-87f4-14a0f9a7bf10,True,REJAS,,100,True,2026-07-07T18:10:31.78849+00:00
True,True,True,classified_stock,CHAROLA_QUEMADA,2026-07-08T14:37:27.962998+00:00,scrap,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,bd300fce-2f62-4e4d-b20a-7078858c87db,True,CHAROLA QUEMADA,,100,True,2026-07-08T14:37:27.962998+00:00
True,True,True,classified_stock,TARIMA_DE_PLASTICO,2026-07-08T18:28:53.652856+00:00,plastic,BOTH,6a15cf8a-9064-49a4-8795-946591fee553,25496e5c-bd8b-4199-83b5-6e395a2ba6ad,True,TARIMA DE PLASTICO,,100,True,2026-07-08T18:28:53.652856+00:00
